ImpressionID,UserID,SessionID,AdID,AdCategory,Timestamp,Device,OS,Browser,Location,PageID,Referrer,ImpressionCost,ClickID,ClickPosition,ClickCost
imp170,user53,sess20,ad50,Entertainment,2023-12-07 14:38:06,Tablet,Linux,Chrome,UK,page40,Twitter,0.5472135566271895,click170,Header,1.8280261479671134
imp171,user40,sess117,ad38,Apparel,2023-09-08 13:55:03,Mobile,Linux,Opera,Spain,page8,LinkedIn,1.27994454173342,click171,Sidebar,1.19792714864717
imp172,user24,sess118,ad6,Apparel,2023-08-16 14:01:34,Mobile,iOS,Firefox,Australia,page31,Facebook,1.484801797947669,click172,Header,0.1473654967566492
imp173,user62,sess7,ad36,Electronics,2023-11-21 23:43:43,Mobile,iOS,Firefox,Canada,page60,Google,0.7793224613016175,click173,Header,0.9500076368052605
imp174,user8,sess43,ad48,Health,2023-12-23 17:59:15,Tablet,Android,Safari,UK,page54,Direct,1.0072010364149528,click174,Sidebar,1.415193281664567
imp175,user83,sess103,ad20,Electronics,2023-12-26 04:53:02,Desktop,Windows,Chrome,USA,page42,Google,0.9574000194085386,click175,Footer,0.8472810538226164
imp176,user45,sess64,ad32,Electronics,2023-02-12 11:53:46,Desktop,macOS,Safari,India,page10,Facebook,0.2518472005348784,click176,Footer,0.37790639218652644
imp177,user82,sess193,ad21,Entertainment,2023-10-04 21:39:17,Mobile,Linux,Chrome,Japan,page84,Facebook,1.463858288430068,click177,Banner,1.9183967021859978
imp178,user100,sess38,ad8,Electronics,2023-04-03 21:48:01,Desktop,Windows,Safari,France,page63,Facebook,0.5738772540163614,click178,Banner,0.7190062833939278
imp179,user32,sess3,ad16,Entertainment,2023-06-15 14:08:18,Mobile,macOS,Opera,UK,page41,Google,0.9023850319664884,click179,Popup,1.9257411067777772
imp180,user38,sess2,ad13,Health,2023-01-20 23:09:05,Mobile,Linux,Firefox,Germany,page81,Twitter,0.287901549718394,click180,Banner,1.4885128830756957
imp181,user20,sess196,ad17,Apparel,2023-09-23 08:07:38,Desktop,Linux,Opera,USA,page17,Facebook,0.17620636921052235,click181,Banner,0.3023416496583165
imp182,user16,sess44,ad35,Services,2023-03-06 19:44:26,Tablet,iOS,Opera,Australia,page97,Direct,0.17664093878305992,click182,Sidebar,0.315923951829476
imp183,user53,sess176,ad39,Education,2023-11-09 03:33:05,Tablet,iOS,Chrome,UK,page87,Direct,0.8720104056657493,click183,Popup,0.8141902865588347
imp184,user3,sess80,ad34,Services,2023-09-22 15:32:37,Desktop,Android,Opera,China,page29,Direct,0.9401012663768886,click184,Popup,1.0138295351571203
imp185,user86,sess99,ad37,Education,2023-07-20 17:37:23,Mobile,iOS,Safari,France,page95,Direct,0.6306475901614315,click185,Popup,0.8748596158142795
imp186,user69,sess99,ad31,Electronics,2023-06-22 04:22:09,Mobile,iOS,Safari,UK,page23,Facebook,0.8064752493158653,click186,Banner,1.7384578914306241
imp187,user47,sess59,ad34,Services,2023-02-23 00:49:46,Desktop,Windows,Edge,Spain,page18,Direct,0.5351970458274535,click187,Sidebar,0.2859240103625903
imp188,user82,sess187,ad16,Apparel,2023-04-01 00:14:02,Tablet,macOS,Chrome,China,page59,Twitter,0.07718664285930983,click188,Banner,1.2790487261756536
imp189,user57,sess104,ad8,Electronics,2023-10-02 03:25:01,Mobile,Android,Chrome,Australia,page52,Twitter,1.0667128753350914,click189,Sidebar,1.9052314554649628
imp190,user50,sess68,ad15,Electronics,2023-12-18 23:45:23,Desktop,iOS,Firefox,Australia,page93,Direct,1.2864343587341542,click190,Banner,0.9144146453995294
imp191,user77,sess97,ad18,Education,2023-05-17 23:47:59,Tablet,iOS,Chrome,Spain,page31,Twitter,1.260585919396277,click191,Popup,0.9864602236123515
imp192,user9,sess35,ad24,Health,2023-09-09 15:06:20,Mobile,Linux,Edge,Germany,page77,Direct,1.0607640346413714,click192,Popup,0.4644105627077091
imp193,user81,sess29,ad30,Health,2023-06-06 13:39:31,Mobile,iOS,Opera,France,page25,Direct,0.014470549983640633,click193,Header,0.9594922948700525
imp194,user81,sess133,ad3,Services,2023-03-20 03:52:56,Desktop,Linux,Edge,Australia,page81,LinkedIn,0.6757822437994695,click194,Banner,1.6025138898982376
imp195,user1,sess139,ad49,Services,2023-03-06 23:08:03,Desktop,iOS,Safari,France,page89,Twitter,1.3713363667135914,click195,Banner,0.7712407395871007
imp196,user88,sess32,ad45,Entertainment,2023-12-04 20:08:18,Desktop,iOS,Chrome,Germany,page100,Facebook,0.0951849906893134,click196,Banner,0.4988832303514934
imp197,user46,sess174,ad28,Apparel,2023-01-14 15:23:22,Mobile,macOS,Chrome,USA,page81,Facebook,0.35891029531249236,click197,Footer,0.20495581273488397
imp198,user53,sess10,ad21,Electronics,2023-06-21 09:34:28,Mobile,macOS,Edge,Canada,page34,LinkedIn,1.0628493338980005,click198,Footer,0.5709555480860461
imp199,user63,sess80,ad30,Entertainment,2023-03-30 17:10:57,Desktop,Android,Chrome,Spain,page51,Google,1.2156635786939385,click199,Header,1.038181416974334
imp200,user64,sess2,ad32,Apparel,2023-06-20 12:45:48,Tablet,Linux,Chrome,Japan,page94,Direct,1.478902497250169,click200,Header,1.5633878805108445
imp201,user24,sess123,ad6,Health,2023-03-12 14:03:21,Mobile,Windows,Chrome,Germany,page67,Twitter,0.1336535789028468,click201,Banner,1.6585870794559034
imp202,user33,sess56,ad4,Entertainment,2023-06-18 09:26:19,Mobile,Android,Safari,India,page55,Direct,0.8735289793050682,click202,Sidebar,1.0309415980848695
imp203,user74,sess80,ad26,Health,2023-12-26 16:04:02,Mobile,Android,Firefox,UK,page50,Facebook,1.0239620006003223,click203,Footer,1.8606229619127395
imp204,user87,sess143,ad27,Apparel,2023-09-15 09:18:11,Desktop,Android,Opera,China,page39,Google,1.4242594774662156,click204,Popup,0.8904276745596421
imp205,user58,sess195,ad27,Entertainment,2023-06-04 00:59:30,Tablet,macOS,Chrome,Canada,page97,Facebook,0.16819276323299429,click205,Banner,1.687935562492523
imp206,user22,sess83,ad19,Services,2023-12-22 00:05:25,Tablet,Windows,Chrome,India,page53,LinkedIn,0.10169920756107782,click206,Header,1.5748949468928028
imp207,user76,sess150,ad6,Services,2023-08-25 17:33:04,Desktop,macOS,Safari,Japan,page38,Facebook,0.06964096828263422,click207,Footer,1.497462791261468
imp208,user97,sess150,ad47,Apparel,2023-06-28 08:03:31,Desktop,Windows,Chrome,France,page80,LinkedIn,0.3552769663548111,click208,Footer,0.31655126948245416
imp209,user18,sess121,ad26,Health,2023-12-18 03:34:38,Tablet,macOS,Opera,UK,page90,Direct,0.780197972539942,click209,Footer,0.2129111698052594
imp210,user49,sess127,ad44,Health,2023-05-30 01:36:58,Tablet,iOS,Edge,Germany,page11,Google,0.13243251610662315,click210,Header,1.917970810884386
imp211,user71,sess32,ad42,Apparel,2023-07-24 22:33:12,Tablet,macOS,Opera,Germany,page92,Twitter,1.4096221570347731,click211,Banner,1.4824085058052976
imp212,user55,sess28,ad44,Electronics,2023-05-16 04:07:41,Mobile,Linux,Chrome,UK,page91,Twitter,0.732809849898104,click212,Header,0.6035784633874467
imp213,user66,sess6,ad49,Electronics,2023-05-22 16:48:28,Desktop,macOS,Firefox,Germany,page61,Direct,0.09840971338689945,click213,Footer,0.1602692701544686
imp214,user65,sess147,ad36,Apparel,2023-06-18 05:46:12,Mobile,macOS,Firefox,China,page96,Google,0.7138527659243946,click214,Popup,0.5500762289340748
imp215,user45,sess138,ad3,Education,2023-10-25 14:05:56,Desktop,Android,Opera,Spain,page56,Twitter,1.277588084426697,click215,Popup,1.1571535936589765
imp216,user36,sess113,ad28,Services,2023-02-21 22:28:37,Desktop,macOS,Edge,France,page57,Facebook,0.8841532501201056,click216,Footer,0.23309122092027623
imp217,user6,sess135,ad9,Entertainment,2023-03-31 16:31:38,Mobile,macOS,Chrome,USA,page11,Direct,0.16592531898037305,click217,Banner,0.12313687606111628
imp218,user22,sess49,ad46,Services,2023-04-25 00:10:45,Tablet,macOS,Safari,Spain,page1,Twitter,0.24629349894145916,click218,Sidebar,0.2766335280359476
imp219,user75,sess40,ad39,Apparel,2023-03-31 11:08:03,Desktop,iOS,Opera,Spain,page34,Twitter,1.255020754040442,click219,Footer,0.11569638260254139
imp220,user34,sess194,ad26,Health,2023-12-12 10:17:30,Desktop,macOS,Opera,Canada,page59,LinkedIn,1.371046774192391,click220,Header,1.2669870331922715
imp221,user2,sess107,ad41,Services,2023-11-16 08:00:17,Mobile,macOS,Chrome,France,page60,Facebook,0.6908607411679221,click221,Banner,0.8188497695193194
imp222,user54,sess122,ad37,Education,2023-06-29 05:22:07,Desktop,Windows,Safari,Germany,page80,Google,0.3773803863412914,click222,Header,1.4627409898771313
imp223,user25,sess93,ad6,Electronics,2023-04-22 08:37:46,Tablet,macOS,Firefox,Canada,page96,Facebook,0.3706689627913886,click223,Banner,0.19758351946643612
imp224,user47,sess114,ad23,Education,2023-05-12 02:52:54,Tablet,Linux,Chrome,France,page63,Direct,1.1080005120002636,click224,Header,1.7415043123665155
imp225,user91,sess140,ad50,Apparel,2023-06-09 01:54:07,Tablet,Android,Opera,Spain,page19,Twitter,0.6162881427679572,click225,Sidebar,0.7631350561497252
imp226,user77,sess21,ad42,Education,2023-09-08 23:46:26,Tablet,iOS,Safari,UK,page11,Twitter,0.23862109343740745,click226,Sidebar,0.13675890722042483
imp227,user15,sess64,ad5,Apparel,2023-09-19 20:18:20,Tablet,Windows,Edge,Spain,page50,Google,1.434634959254174,click227,Header,1.3845390717940234
imp228,user47,sess105,ad25,Apparel,2023-01-27 18:47:24,Tablet,Linux,Firefox,Germany,page11,Facebook,0.05609353972293127,click228,Sidebar,1.3628202017026176
imp229,user73,sess65,ad38,Education,2023-10-23 10:37:16,Desktop,Android,Edge,France,page94,Facebook,1.320519346830427,click229,Popup,1.263841070901723
imp230,user94,sess108,ad18,Health,2023-06-06 09:21:28,Desktop,Windows,Edge,China,page64,Twitter,0.8017472116937622,click230,Footer,0.9122229731303124
imp231,user74,sess75,ad20,Education,2023-11-26 21:25:26,Mobile,iOS,Safari,UK,page66,Facebook,0.9324760795492762,click231,Footer,1.5752936041143981
imp232,user92,sess22,ad29,Apparel,2023-03-15 15:19:55,Tablet,iOS,Opera,Japan,page57,Google,0.3494042476046471,click232,Footer,0.8865841783682851
imp233,user91,sess149,ad24,Electronics,2023-09-23 15:14:38,Desktop,Linux,Firefox,China,page38,Twitter,0.8553516435456104,click233,Popup,1.4142801921497985
imp234,user14,sess140,ad4,Entertainment,2023-06-10 20:51:46,Tablet,Android,Safari,France,page94,LinkedIn,1.3454288229129205,click234,Header,0.2182068015190151
imp235,user34,sess98,ad47,Services,2023-11-15 18:25:54,Mobile,Linux,Safari,Japan,page80,Google,1.1639366393586026,click235,Sidebar,0.9741994822730797
imp236,user57,sess83,ad38,Electronics,2023-08-16 14:35:15,Tablet,Linux,Chrome,Canada,page52,LinkedIn,0.6788192029061697,click236,Popup,0.37477388830545055
imp237,user1,sess24,ad47,Education,2023-01-29 04:30:09,Desktop,Windows,Edge,UK,page16,Twitter,0.13219363353281927,click237,Banner,0.4540356192744146
imp238,user71,sess195,ad15,Education,2023-12-19 09:12:54,Mobile,macOS,Opera,France,page78,LinkedIn,0.3383560433344025,click238,Header,1.7954288578906605
imp239,user46,sess86,ad17,Entertainment,2023-10-29 05:16:03,Tablet,iOS,Edge,Australia,page3,Direct,1.0389918559128037,click239,Banner,0.6825577566218918
imp240,user31,sess164,ad9,Electronics,2023-01-28 00:50:22,Mobile,Windows,Edge,Canada,page71,Twitter,1.3847286178199085,click240,Banner,1.6146750117562032
imp241,user39,sess9,ad9,Health,2023-02-26 14:58:14,Desktop,macOS,Edge,Japan,page49,LinkedIn,0.41663221595932737,click241,Banner,0.9854442289333529
imp242,user3,sess152,ad1,Health,2023-08-25 06:39:28,Desktop,Windows,Opera,France,page36,Google,0.7244130217177182,click242,Popup,0.6156630640520177
imp243,user97,sess47,ad32,Health,2023-06-10 18:05:00,Desktop,Android,Edge,Spain,page12,Direct,0.8047894664142299,click243,Banner,1.9445289198699776
imp244,user21,sess155,ad30,Entertainment,2023-04-27 18:47:24,Desktop,Android,Opera,France,page29,Direct,0.03103995306243173,click244,Footer,1.9917118877988298
imp245,user65,sess81,ad22,Entertainment,2023-07-18 16:59:22,Mobile,iOS,Opera,Japan,page14,LinkedIn,1.3211007814823268,click245,Popup,0.34067210027826117
imp246,user67,sess124,ad8,Entertainment,2023-11-23 11:41:49,Desktop,Windows,Opera,Canada,page10,Twitter,0.8929106714966453,click246,Banner,0.35787924143910266
imp247,user80,sess121,ad25,Electronics,2023-12-06 17:05:38,Mobile,macOS,Edge,USA,page44,LinkedIn,0.08606709926217415,click247,Banner,0.6819116666370469
imp248,user39,sess55,ad46,Education,2023-12-12 14:44:01,Desktop,macOS,Chrome,Japan,page57,LinkedIn,0.3856642764937412,click248,Header,0.9842905505698458
imp249,user24,sess169,ad29,Health,2023-01-24 14:30:21,Tablet,Linux,Edge,Spain,page20,Facebook,0.5357655072171732,click249,Footer,1.9400748333257853
imp250,user2,sess2,ad50,Health,2023-04-08 01:29:50,Mobile,Linux,Edge,UK,page83,Direct,0.5630813655380776,click250,Banner,0.06745066395882433
imp251,user9,sess137,ad3,Apparel,2023-05-07 09:57:49,Mobile,iOS,Opera,Spain,page78,LinkedIn,0.8615311298148693,click251,Popup,0.35318053139078043
imp252,user56,sess189,ad29,Education,2023-06-09 05:53:57,Desktop,macOS,Edge,Germany,page25,Google,1.19044131253467,click252,Header,1.4413934477144326
imp253,user9,sess122,ad10,Services,2023-07-30 07:35:49,Desktop,Linux,Firefox,France,page39,Twitter,1.4424738799973074,click253,Banner,0.9833918167955804
imp254,user67,sess2,ad32,Electronics,2023-10-18 00:37:44,Mobile,Linux,Chrome,Spain,page12,Google,1.1360336134103532,click254,Popup,0.5988089647335957
imp255,user36,sess168,ad17,Education,2023-02-27 15:06:51,Tablet,macOS,Opera,Spain,page82,Google,0.5941572881064531,click255,Footer,0.8333546451979222
imp256,user69,sess154,ad7,Electronics,2023-07-24 07:49:22,Tablet,Windows,Safari,USA,page9,Google,0.03418330472300943,click256,Popup,1.5322170476903056
imp257,user46,sess189,ad29,Education,2023-10-04 05:12:39,Tablet,Android,Chrome,Japan,page37,Twitter,0.7990839277788219,click257,Footer,1.3056133037313118
imp258,user70,sess112,ad45,Entertainment,2023-09-07 23:55:03,Tablet,Android,Chrome,USA,page97,Facebook,0.4514335898819802,click258,Header,1.9139902635665778
imp259,user13,sess93,ad25,Electronics,2023-08-20 20:02:01,Mobile,Android,Edge,Spain,page84,LinkedIn,0.9442148580780371,click259,Sidebar,0.20638793604287123
imp260,user48,sess62,ad17,Apparel,2023-12-30 00:57:11,Desktop,Linux,Firefox,India,page38,Facebook,0.9528004264149847,click260,Footer,1.922016662993914
imp261,user84,sess93,ad19,Apparel,2023-06-29 03:00:40,Tablet,Android,Edge,France,page21,Google,0.19911380707268816,click261,Footer,1.6526465292897956
imp262,user46,sess87,ad48,Apparel,2023-05-13 06:03:29,Tablet,macOS,Opera,Spain,page60,Twitter,0.9222683029503879,click262,Sidebar,0.9803591844719005
imp263,user13,sess21,ad28,Services,2023-08-13 16:07:33,Tablet,Linux,Chrome,UK,page96,Direct,0.7521850644319553,click263,Footer,1.9698548336237258
imp264,user49,sess30,ad21,Apparel,2023-01-29 09:41:36,Desktop,Android,Firefox,Canada,page40,LinkedIn,0.8282184548253856,click264,Header,0.827107396642345
imp265,user20,sess100,ad38,Apparel,2023-01-19 09:50:46,Mobile,macOS,Chrome,USA,page15,Google,0.6363576223977144,click265,Banner,0.7895220104252599
imp266,user74,sess20,ad6,Electronics,2023-10-08 08:16:23,Mobile,Linux,Edge,Australia,page58,Google,0.029101623486476928,click266,Popup,1.9204469980515184
imp267,user10,sess58,ad13,Electronics,2023-02-11 00:38:36,Mobile,macOS,Opera,Japan,page57,Google,0.31662418540516013,click267,Footer,0.6835976196065547
imp268,user50,sess131,ad20,Education,2023-11-06 11:55:24,Mobile,Windows,Opera,France,page6,Direct,1.2279724932442724,click268,Banner,1.259652654745065
imp269,user42,sess126,ad19,Entertainment,2023-04-24 20:55:33,Tablet,iOS,Edge,Germany,page30,Facebook,1.1688898569392663,click269,Popup,0.07748793733109892
imp270,user98,sess76,ad40,Electronics,2023-03-14 09:09:28,Desktop,Windows,Chrome,Canada,page42,Facebook,0.5589329428163872,click270,Banner,0.6680310346427778
imp271,user13,sess52,ad31,Apparel,2023-04-12 16:31:23,Mobile,macOS,Edge,India,page55,Facebook,0.7415961609330076,click271,Header,0.7193065332792429
imp272,user51,sess102,ad5,Apparel,2023-02-25 22:54:32,Desktop,iOS,Firefox,Canada,page3,LinkedIn,1.3892568803679333,click272,Banner,0.9789803958366935
imp273,user10,sess173,ad15,Apparel,2023-12-27 06:21:16,Tablet,iOS,Edge,France,page62,Facebook,1.210125374548177,click273,Sidebar,0.04419548599093205
imp274,user32,sess118,ad33,Apparel,2023-03-10 01:15:48,Tablet,Windows,Firefox,UK,page50,LinkedIn,0.825681295402139,click274,Footer,1.8279098681022319
imp275,user81,sess67,ad5,Apparel,2023-08-07 21:41:03,Desktop,iOS,Firefox,USA,page42,LinkedIn,0.658023856856784,click275,Footer,1.1283106456072658
imp276,user27,sess185,ad27,Apparel,2023-12-26 02:07:50,Mobile,Linux,Chrome,France,page77,LinkedIn,1.083960605151751,click276,Sidebar,0.9968434626731835
imp277,user17,sess183,ad32,Health,2023-02-27 14:33:06,Desktop,Linux,Opera,UK,page66,Twitter,0.5441173837570562,click277,Sidebar,0.37130302402294285
imp278,user3,sess55,ad45,Entertainment,2023-01-22 07:02:35,Mobile,macOS,Firefox,Spain,page4,LinkedIn,1.2833400014659628,click278,Popup,1.037035886960668
imp279,user9,sess59,ad36,Electronics,2023-01-13 01:29:39,Mobile,iOS,Firefox,UK,page29,Facebook,0.40570094591418776,click279,Footer,1.7683685609718804
imp280,user93,sess75,ad1,Education,2023-07-17 14:14:11,Mobile,Android,Edge,Japan,page17,Twitter,0.4917049206917369,click280,Footer,1.8618226154054194
imp281,user69,sess43,ad23,Health,2023-04-05 05:26:22,Mobile,Windows,Edge,USA,page59,Google,0.9538488728986505,click281,Banner,0.8135321185222444
imp282,user66,sess32,ad26,Services,2023-01-24 15:32:10,Mobile,Android,Firefox,UK,page41,Direct,0.47588395548698087,click282,Popup,0.5677046162490603
imp283,user11,sess9,ad4,Services,2023-10-01 04:14:26,Tablet,Android,Opera,India,page86,Google,1.3947375765767154,click283,Banner,0.7845553478055265
imp284,user92,sess129,ad23,Apparel,2023-10-04 05:36:24,Desktop,iOS,Firefox,Spain,page68,Direct,0.7721862718871952,click284,Sidebar,1.4593289454148821
imp285,user91,sess118,ad41,Services,2023-01-01 14:24:43,Mobile,iOS,Safari,Japan,page71,Twitter,1.3061472761784556,click285,Banner,1.931136925619928
imp286,user86,sess76,ad25,Electronics,2023-10-13 07:18:35,Tablet,iOS,Safari,France,page6,LinkedIn,0.7775304250488461,click286,Footer,0.21130605774522954
imp287,user28,sess136,ad4,Services,2023-08-01 03:46:03,Desktop,Android,Safari,China,page54,Facebook,0.8329478848590044,click287,Popup,0.06811344036280957
imp288,user81,sess78,ad23,Health,2023-03-23 19:27:45,Mobile,macOS,Chrome,China,page28,LinkedIn,0.03623814422913771,click288,Header,1.1389435507423493
imp289,user21,sess29,ad20,Electronics,2023-08-22 20:41:42,Tablet,Linux,Edge,UK,page5,Direct,0.797458654239073,click289,Header,0.783462732245167
imp290,user43,sess117,ad13,Education,2023-06-27 10:41:47,Mobile,Android,Edge,Germany,page1,Twitter,1.1146548738964028,click290,Footer,1.109057495249663
imp291,user82,sess146,ad23,Apparel,2023-03-12 10:43:47,Tablet,Linux,Chrome,India,page9,Direct,0.7806744049513309,click291,Banner,1.6800926844585322
imp292,user65,sess15,ad1,Electronics,2023-07-22 07:38:44,Tablet,Linux,Safari,France,page98,Google,0.8758781221391791,click292,Footer,0.5447658127145795
imp293,user48,sess36,ad45,Apparel,2023-11-06 17:47:17,Tablet,Linux,Edge,Spain,page29,Facebook,0.3221938582646249,click293,Header,0.05119174058529271
imp294,user85,sess42,ad29,Entertainment,2023-05-28 09:40:05,Mobile,iOS,Safari,Australia,page30,Google,0.947667019881247,click294,Header,1.0200689964584455
imp295,user73,sess199,ad6,Electronics,2023-05-08 09:12:44,Desktop,iOS,Firefox,Japan,page10,Twitter,0.793814891705052,click295,Footer,0.41901230346680274
imp296,user51,sess125,ad9,Entertainment,2023-07-28 10:49:53,Mobile,Android,Safari,USA,page30,Twitter,0.5301782558885864,click296,Footer,1.8618733596601935
imp297,user80,sess5,ad27,Entertainment,2023-08-13 16:22:53,Mobile,macOS,Edge,USA,page67,Google,0.8203425528676985,click297,Popup,1.4036918280605433
imp298,user30,sess20,ad44,Apparel,2023-03-10 19:53:20,Desktop,iOS,Chrome,India,page76,LinkedIn,0.5514576880184943,click298,Popup,1.0050387904307505
imp299,user86,sess95,ad19,Apparel,2023-10-23 11:20:15,Mobile,Linux,Chrome,France,page100,Facebook,1.4157497733385425,click299,Footer,1.5339468158011609
imp300,user20,sess193,ad15,Services,2023-07-30 06:33:06,Tablet,Windows,Safari,Spain,page53,Google,0.18248851015315778,click300,Banner,0.3678154617816024
imp301,user50,sess188,ad17,Apparel,2023-08-25 07:01:38,Mobile,Windows,Opera,Japan,page64,Google,1.4810305792403629,click301,Popup,0.9905697459128853
imp302,user39,sess153,ad40,Health,2023-02-26 00:36:20,Desktop,Windows,Chrome,Australia,page56,Google,0.8565983783472174,click302,Footer,1.0167404154193462
imp303,user91,sess184,ad46,Entertainment,2023-07-17 05:39:19,Mobile,Windows,Chrome,Germany,page56,Google,0.7359736182833284,click303,Popup,0.5961198921512856
imp304,user3,sess88,ad32,Electronics,2023-05-21 23:42:37,Tablet,Android,Edge,Japan,page62,Twitter,0.16891256665359267,click304,Sidebar,0.37316397798844164
imp305,user65,sess49,ad8,Services,2023-10-04 15:13:12,Desktop,Linux,Safari,Japan,page64,Facebook,0.7724924113976717,click305,Banner,0.8934805752422167
imp306,user89,sess84,ad6,Education,2023-03-11 19:55:01,Desktop,iOS,Firefox,China,page32,Facebook,0.9828910950653996,click306,Sidebar,0.9079065053367181
imp307,user68,sess162,ad26,Electronics,2023-03-14 00:39:40,Tablet,iOS,Edge,Germany,page47,LinkedIn,1.4442897048358907,click307,Banner,0.548992879341408
imp308,user39,sess54,ad4,Electronics,2023-09-09 03:42:38,Tablet,Linux,Chrome,Spain,page41,Direct,1.2801975181949259,click308,Footer,0.8088310531643619
imp309,user93,sess113,ad5,Electronics,2023-06-15 20:55:37,Mobile,macOS,Opera,USA,page44,Direct,0.0659227268313545,click309,Footer,0.879197596234671
imp310,user93,sess17,ad22,Apparel,2023-11-25 21:13:42,Desktop,Windows,Opera,UK,page16,Direct,0.895239373408936,click310,Banner,1.6724522427943693
imp311,user58,sess124,ad35,Electronics,2023-06-17 03:13:03,Mobile,iOS,Chrome,China,page50,Facebook,0.5324477630554421,click311,Popup,1.2108170173693225
imp312,user97,sess69,ad37,Entertainment,2023-02-23 23:53:27,Tablet,macOS,Firefox,India,page54,Google,0.43314506393124363,click312,Popup,1.7150693833054909
imp313,user22,sess198,ad47,Services,2023-01-01 02:52:28,Desktop,iOS,Firefox,Australia,page13,Facebook,0.7637258287562133,click313,Popup,1.4682789543669275
imp314,user87,sess199,ad10,Education,2023-12-27 20:46:40,Desktop,macOS,Chrome,Australia,page2,Twitter,0.6343908926651997,click314,Header,0.07211247286881267
imp315,user60,sess159,ad1,Services,2023-10-13 14:22:40,Mobile,Linux,Edge,UK,page49,Direct,0.8974920769452909,click315,Popup,1.2589879655318768
imp316,user14,sess142,ad25,Entertainment,2023-08-07 14:57:53,Mobile,macOS,Firefox,Germany,page96,LinkedIn,0.5687845444888067,click316,Footer,0.10801942190632068
imp317,user12,sess25,ad37,Health,2023-04-30 17:02:35,Tablet,iOS,Chrome,Japan,page67,Twitter,1.3975499173200003,click317,Popup,1.514990688340167
imp318,user28,sess89,ad16,Entertainment,2023-12-10 01:10:55,Mobile,macOS,Opera,Canada,page52,Twitter,0.9233560872254324,click318,Footer,0.13131817235511734
imp319,user31,sess152,ad3,Services,2023-11-05 18:03:04,Mobile,iOS,Safari,France,page72,Direct,0.7731792669860926,click319,Header,1.187010621245656
imp320,user39,sess183,ad20,Electronics,2023-04-28 05:56:24,Mobile,Windows,Safari,Spain,page36,Direct,0.8582151823637011,click320,Popup,1.8703737027874852
imp321,user71,sess87,ad36,Entertainment,2023-11-28 10:04:38,Tablet,Android,Chrome,Spain,page49,Direct,0.9630189027568142,click321,Footer,0.8476761101959973
imp322,user63,sess72,ad7,Electronics,2023-05-26 22:55:08,Tablet,Android,Chrome,Spain,page98,Google,0.3764212852968051,click322,Banner,0.43406003223065487
imp323,user17,sess183,ad38,Electronics,2023-10-12 10:10:11,Desktop,Windows,Chrome,India,page6,Facebook,0.9541516785935239,click323,Footer,1.4926412522029382
imp324,user13,sess156,ad41,Services,2023-04-16 12:05:39,Tablet,macOS,Chrome,France,page29,Google,0.5370089552998458,click324,Sidebar,0.5606863954580434
imp325,user4,sess77,ad45,Electronics,2023-09-08 08:41:39,Mobile,Windows,Edge,UK,page79,LinkedIn,0.19738961610066486,click325,Popup,1.6998753914618874
imp326,user39,sess88,ad13,Electronics,2023-07-29 17:12:48,Mobile,Android,Edge,Germany,page27,Direct,0.9547659889095172,click326,Popup,0.23129754530418387
imp327,user76,sess86,ad49,Health,2023-02-15 23:45:44,Tablet,iOS,Opera,India,page43,Twitter,0.2591748320492054,click327,Header,1.7641968474769818
imp328,user86,sess77,ad14,Electronics,2023-01-06 04:48:20,Desktop,Windows,Chrome,France,page15,Direct,0.7267513377589668,click328,Header,1.047599836724781
imp329,user73,sess171,ad23,Services,2023-09-22 12:49:48,Desktop,macOS,Opera,USA,page16,Facebook,0.4337559919674251,click329,Popup,1.2604590723526434
imp330,user64,sess46,ad29,Electronics,2023-11-20 21:30:55,Desktop,Android,Edge,Spain,page18,Direct,0.9665980005061792,click330,Popup,0.03490270811168431
imp331,user47,sess182,ad32,Entertainment,2023-02-18 03:00:04,Mobile,macOS,Chrome,UK,page22,Direct,0.3122766400900157,click331,Banner,1.9284775314386948
imp332,user13,sess184,ad28,Health,2023-02-15 00:08:38,Tablet,Windows,Firefox,UK,page100,Twitter,0.1257851103675394,click332,Footer,0.28639230287098
imp333,user85,sess31,ad2,Entertainment,2023-12-07 10:02:15,Tablet,Windows,Firefox,Germany,page93,Twitter,1.3945259768643548,click333,Popup,1.0546114342682966
imp334,user68,sess60,ad12,Health,2023-05-22 19:02:38,Tablet,Linux,Firefox,UK,page60,Direct,0.3519106517440192,click334,Sidebar,1.7083026888243895
imp335,user48,sess128,ad18,Services,2023-03-30 18:58:08,Desktop,iOS,Opera,Spain,page69,Facebook,1.298547631740623,click335,Popup,0.5402739912944551
imp336,user49,sess30,ad41,Health,2023-11-16 06:31:26,Mobile,Linux,Chrome,India,page18,Direct,0.5540542880274024,click336,Popup,0.5517452694361974
imp337,user61,sess15,ad22,Services,2023-04-05 10:55:09,Tablet,Windows,Opera,Spain,page21,Direct,0.7903789042629479,click337,Popup,0.30330768248342943
imp338,user67,sess112,ad8,Electronics,2023-05-07 22:50:32,Desktop,Windows,Edge,Germany,page4,Facebook,1.444521779335983,click338,Sidebar,1.8235634545935941
imp339,user63,sess174,ad25,Electronics,2023-02-17 21:15:25,Desktop,macOS,Opera,Spain,page67,LinkedIn,1.2425735275122927,click339,Footer,0.6189394552462089
imp340,user62,sess9,ad2,Electronics,2023-03-28 08:11:27,Mobile,iOS,Firefox,Germany,page12,Google,0.13941888910653963,click340,Header,1.6932289793983877
